Property Reference Number,Full Property Address,Primary Liable party name,Analysis Code,Account Start Date,Current Rateable Value
177511959610,"Unit 10d, Skill Centre, Limberline Spur, Portsmouth, PO3 5LF",Asdg Limited,IF3,30/03/2020,2175
177504945210,"131, London Road, Portsmouth, PO2 9AA",Ashbourne Assets & Investments Ltd,CS,01/06/2017,9400
1775900913,"Suite 203, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Asher Design & Print Ltd,CO,04/06/2018,5200
177500315310,"50-52, Arundel Street, Portsmouth, PO1 1NL",Asiamart Limited,CS,01/10/2019,23250
177509875610,"S32-34, North Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TR",Asics Uk Ltd,CS,17/10/2014,102000
177512122310,"S7, Gatcombe House, Copnor Road, Portsmouth, PO3 5EJ",Assured Independent Financial Services Limited,CO,01/03/2021,840
177512162710,"591, London Road, North End, Portsmouth, PO2 9SD",Aster Care Limited,CO,07/09/2015,7700
177504767410,"Unit 31, Limberline Industrial Estate, Limberline Spur, Portsmouth, PO3 5DX",Astra Recycling Ltd,CW,25/01/2013,10250
177502309910,"Holiday Inn Express, Eastern Road, Portsmouth, PO6 1UN",Atlas Hotels Limited,CH,17/01/2017,345000
177511255510,"Dolphin House, Merlin Park, Williams Road, Portsmouth, PO3 5FP",Atmosphere Control International Ltd,IF,04/02/2008,184000
177504977110,"387, London Road, Portsmouth, PO2 9HL",Atos It Services Uk Ltd,CS,11/11/2014,16500
177507275110,"Ats Euromaster Ltd, Sharps Close, Portsmouth, PO3 5PS",Ats Euromaster  Ltd,IF3,23/12/1994,40750
177501703510,"341, Copnor Road, Portsmouth, PO3 5EQ",Atssm Ltd,CS,31/08/2021,5800
177504935110,"29, London Road, Portsmouth, PO2 0BH",Audio T Ltd,CS,01/10/2002,23250
177507395620,"Unit 305, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Aurora New Dawn Ltd,IF3,01/09/2021,3450
177500084310,"40, Albert Road, Southsea, Hants, PO5 2SJ",Aurora Southsea Ltd,CS,09/09/2015,11000
177500104710,"179, Albert Road, Southsea, Hants, PO4 0JP",Austin Bond Ltd,CS,28/07/1990,8600
177512280310,"5, The Nelson Centre, Portfield Road, Portsmouth, P03 5SF",Autonomous Surface Vehicles Limited,CW,21/04/2017,47000
177501618310,"213-215, Commercial Road, Portsmouth, PO1 4BJ",Avail Facilities Ltd,CS,25/01/2020,31500
177502726910,"83, Fawcett Road, Southsea, Hants, PO4 0DB",Avalon Wholesale Ltd,CS,01/04/2001,12750
177511616810,"Unit 9a, Skill Centre, Limberline Spur, Portsmouth, PO3 5LF",Avenue Building Services Ltd,IF3,11/08/2020,5700
177511454710,"Suite G12 East Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Avis Healthcare Limited,CO,07/03/2018,1475
177500088510,"68, Albert Road, Southsea, Hants, PO5 2SL",B & B Barbers Ltd,CS,01/04/2010,6300
177508519510,"28a, Westover Road, Portsmouth, PO3 6NS",B & M Clark (Builders)  Ltd,CW3,01/04/1990,4350
177502878010,"Homebase & Garden Centre, Fitzherbert Road, Portsmouth, PO6 1RR",B & M Retail Ltd,CS10,25/08/2015,370000
177590000910,"Unit 4, The Pompey Centre, Fratton Way, Southsea, Hants, PO4 8SL",B & Q Plc,CS10,15/12/2002,1210000
177500059010,"Broad Oak Works, Airport Service Road, Portsmouth, PO3 5PQ",B A E Systems Properties Ltd,IF,01/04/1990,1490000
177502873010,"Bjh Windows, Fitzherbert Road, Portsmouth, PO6 1SG",B J H Windows Ltd,IF3,25/02/1991,40750
177502873210,"Bjh Windows/First Gl, Offices, Fitzherbert Road, Portsmouth, PO6 1SG",B J H Windows Ltd,CO,25/02/1991,2600
177503387310,"Ground Floor, 107, Guildford Road, Portsmouth, PO1 5EA",B J M (Upholstery)  Ltd,CS,01/04/1990,3300
177504967410,"311, London Road, Portsmouth, PO2 9HQ",B S Care Ltd,CO,11/04/2011,2125
177510585420,"Basement Storage, The Old Treasury, 7, Kings Road, Southsea, Hants, PO5 4DJ",B Webber Holdings Ltd,CW3,01/07/2016,0
177504765510,"Unit 8d, Culverin Square, Limberline Road, Portsmouth, PO3 5BU",B.L.Y Ltd,CW3,14/05/2006,4300
177500014610,"Unit 6a, Shawcross Industrial Estate, Ackworth Road, Portsmouth, PO3 5HU",B.S. Steels Ltd,IF3,01/04/2021,15250
177500015410,"Unit 33, Venture Industrial Park, Ackworth Road, Portsmouth, PO3 5NS",B.S. Steels Ltd,IF3,01/10/2011,25750
177512136610,"Ben Ainslie Racing Headquarters, East Street, The Camber, Portsmouth, PO1 2JJ",Ba Technologies Holdings Limited,IX,01/01/2021,585000
177590029510,"230, Havant Road, Portsmouth, PO6 1PA",Babas Ltd,CR,01/10/2019,27500
177511847910,"Suite 204 West Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Babcock Marine Training Limited,CO,23/07/2019,25750
177501673610,"43, Copnor Road, Portsmouth, PO3 5AB",Baby2k.Com Ltd,CO,30/06/2006,9800
177508526210,"Baffins Community Centre, Westover Road, Portsmouth, PO3 6NS",Baffins Community Association,LC3,01/04/1993,3450
177503720410,"Baffins Pond Assoc & Environmental Study Centre, 132, Tangier Road, Portsmouth, PO3 6PG",Baffins Pond Association,LX,01/04/2010,2850
177502725810,"Ground Floor, 77, Fawcett Road, Southsea, Hants, PO4 0DB",Baffled Coffee Limited,CS,20/04/2016,6200
177501663520,"Bai Ltd Offices Grd Flr, Terminal Building, Portsmouth International Port, George Byng Way, Portsmouth, Hants, PO2 8SP",Bai (Uk) Ltd,CO,01/04/2011,12500
177501668410,"Portakabin Adjacent Berth 4, Brittany Ferries , Portsmouth International Port, George Byng Way, Portsmouth, Hants, PO2 8QN",Bai (Uk) Ltd,CO,01/04/1992,9400
177508297010,"F1, Railway Triangle, Walton Road, Portsmouth, PO6 1TG",Bai (Uk) Ltd,IF3,01/04/1990,18000
177508537610,"Brittany Centre, Wharf Road, Portsmouth, PO2 8RU",Bai (Uk) Ltd,CO,01/04/1990,83500
177510165020,"Portakabin 38a Adj Berth 2, Portsmouth International Port, George Byng Way, Portsmouth, PO2 8QN",Bai (Uk) Ltd,CO,01/04/2016,3250
177510199710,"Fuel Tanks Adj Berth 1, Portsmouth International Port, George Byng Way, Portsmouth, Hants, PO2 8QN",Bai (Uk) Ltd,CW1,01/04/2005,14750
177510701610,"Portakabin 32 Berth 2, Portsmouth International Port, George Byng Way, Portsmouth, Hants, PO2 8QN",Bai (Uk) Ltd,CO,09/05/2019,1500
177501663750,"Baileys Portakabin 35, Adj Berth 1, Portsmouth International Port, George Byng Way, PO2 8QN",Baileys Buses (Portsmouth) Ltd,CO,01/07/2007,1425
177508299810,"Truck Stop & Lorry Park, Walton Road, Portsmouth, PO6 1UJ",Baileys Truck Stop (Portsmouth) Limited,CG4,01/04/2011,60500
177504155910,"4, Oyster Industrial Estate, Jackson Close, Portsmouth, PO6 1QN",Baker Dougan Ltd,IF3,09/08/2004,12750
177511647510,"Berth & (West) & Berth 10 , Town Quay, East Street, The Camber, Portsmouth, PO1 2JJ",Baker Trayte Marine Ltd,NT1,01/07/2013,12750
177512136500,"Portakabins, East Street, Southsea, PO1 2BE",Baker Trayte Marine Ltd,CW3,01/06/2015,550
177501687310,"189, Copnor Road, Portsmouth, PO3 5BT",Balmoral Flooring Ltd,CS,07/08/2006,5000
177510730210,"Ground Floor, 105, Copythorn Road, Portsmouth, PO2 0DZ",Balmoral Flooring Ltd,CW,01/04/2009,8000
177508178610,"60b, Victoria Road South, Southsea, Hants, PO5 2BT",Bangerz 'N' Brewz Ltd,CR1,02/11/2018,8000
177512148210,"2, Plaza Building, Bradford Road, Southsea, Hants, PO5 1AD",Bangladesh Welfare Assoc,CO,01/04/2015,1200
177511927510,"Atm, 135, Queen Street, Portsmouth, PO1 3HY",Bank Machine Ltd,CX,22/10/2013,2000
177512027610,"Site Of Atm, Adj Golden Horseshoe, Clarence Esplanade, Southsea, Hants, PO5 3AA",Bank Machine Ltd,CX,25/02/2014,8300
177506320110,"44-66, Palmerston Road, Southsea, Hants, PO5 3QG",Bankuwait Nominees Limited,CS,25/01/2020,300000
177505367710,"15, Marmion Road, Southsea, Hants, PO5 2AT",Barbara Tipple Jewellers Ltd,CS,01/12/2016,12750
177501613610,"107, Commercial Road, Portsmouth, PO1 1BT",Barclays Bank Uk Plc,CS1,01/04/2018,171000
177506227010,"90, Osborne Road, Southsea, Hants, PO5 3LW",Barclays Bank Uk Plc,CS1,01/04/2018,30000
177503813010,"14, High Street, Cosham, Portsmouth, PO6 3BZ",Barnardos,CS,20/04/2007,19000
177504934210,"22, London Road, Portsmouth, PO2 0LN",Barnardos,CS,01/04/1990,13750
177505369810,"33a, Marmion Road, Southsea, Hants, PO5 2AT",Barnardos,CS,12/12/1990,15500
177502991710,"Lawnswood, 245, Fratton Road, Portsmouth, PO1 5PA",Barrells Ltd,CX,01/04/1990,45500
177507591710,"117, Stansted Road, Southsea, Hants, PO5 1SB",Bartle Management Company Ltd,CO,26/10/2015,4000
177504864810,"Ground Floor, 80, Locksway Road, Southsea, Hants, PO4 8JP",Batman Grill Ltd,CS,01/07/2019,2700
177510699320,"Adv Rght (1167) Adj, Merlin Park, Williams Road, Portsmouth, PO3 5NJ",Bay Media Ltd,CA,12/01/2011,380
177511908710,"Advertising Banner, Junction Of Commercial Rd, Stanhope Road, Portsmouth, PO1 1DU",Bay Media Ltd,CA,01/06/2012,140
177511908810,"Advertising Banners, Adj Portmouth & Southsea Station, Commercial Road, Portsmouth, PO1 1EQ",Bay Media Ltd,CA,01/06/2012,140
177511908910,"Advertising Banners , Adj 103, Commercial Road, Portsmouth, PO1 1BG",Bay Media Ltd,CA,01/06/2012,140
177511909010,"Advertising Banners, Adj 104, Commercial Road, Portsmouth, PO1 1EL",Bay Media Ltd,CA,01/06/2012,140
177511909110,"Advertising Banners, Adj 105d, Commercial Road, Portsmouth, PO1 1BQ",Bay Media Ltd,CA,01/06/2012,140
177511909210,"Advertising Banners, Adj 121 - 135, Commercial Road, Portsmouth, PO1 1DB",Bay Media Ltd,CA,01/06/2012,280
177511909310,"Advertising Banners, Adj 163 -173, Commercial Road, Portsmouth, PO1 1EA",Bay Media Ltd,CA,01/06/2012,280
177511909410,"Advertising Banners, Adj 207 - 211, Commercial Road, Portsmouth, PO1 4BJ",Bay Media Ltd,CA,01/06/2012,140
177511909610,"Advertising Banners, Adj 233, Commercial Road, Portsmouth, PO1 4BJ",Bay Media Ltd,CA,01/06/2012,140
177511909710,"Advertising Banners, Adj 293, Commercial Road, Portsmouth, PO1 4BP",Bay Media Ltd,CA,01/06/2012,140
177511909810,"Advertising Banners, Adj 308, Commercial Road, Portsmouth, PO1 4BT",Bay Media Ltd,CA,01/06/2012,140
177511909910,"Advertising Banners, Adj 338, Commercial Road, Portsmouth, PO1 4BT",Bay Media Ltd,CA,01/06/2012,140
177511910010,"Advertising Banners, Adj Car Park (North), Commercial Road, Portsmouth, PO1",Bay Media Ltd,CA,01/06/2012,140
177511910510,"Advertising Banner, Adj Zurich House, Stanhope Street, Portsmouth, PO1 1DU",Bay Media Ltd,CA,01/06/2012,140
177511910610,"Advertising Banner, South Side, Hope Street, Portsmouth, PO1 4AN",Bay Media Ltd,CA,01/06/2012,140
177511910910,"Advertising Banner, Lamppost 1 Adj, 4-6, Isambard Brunel Road, Portsmouth, PO1 2DU",Bay Media Ltd,CA,01/06/2012,140
177511911010,"Advertising Banners, Lampppost 14 Adj, 2, Guildhall Walk, Portsmouth, Hants, PO1 2DD",Bay Media Ltd,CA,01/06/2012,140
177511911110,"Advertising Banner, Lamppost Adj, 25, Guildhall Walk, Portsmouth, PO1 2RY",Bay Media Ltd,CA,01/06/2012,140
177511911210,"Adv Banner Lamppost 10 Adj, The University Library, Cambridge Road, Portsmouth, PO1 2ST",Bay Media Ltd,CA,01/06/2012,280
177511911310,"Advertising Banner Lamppost 6 Adj, Student Centre, Cambridge Road, Portsmouth, PO1 2EF",Bay Media Ltd,CA,01/06/2012,140
177511911720,"Advertising Banner, Lamppost Adj Police Station, Isambard Brunel Road, Portsmouth, PO1 2DG",Bay Media Ltd,CA,04/08/2014,140
177511911810,"Advertising Banner Lamppost 6 Adj, 41-43, London Road, Portsmouth, PO2 0BH",Bay Media Ltd,CA,01/06/2012,140
177511911910,"Advertising Banner Lamppost 7 Adj, 53, London Road, Portsmouth, PO2 0BH",Bay Media Ltd,CA,01/06/2012,140
177511912010,"Advertising Banner Lamppost 10 Adj, 81a, London Road, Portsmouth, PO2 0BH",Bay Media Ltd,CA,01/06/2012,140
177511919410,"Advertising Banner Adj, 244-248, Commercial Road, Portsmouth, PO1 1HH",Bay Media Ltd,CA,01/06/2012,280
177511919510,"Advertising Banner Adj , 134, Commercial Road, Portsmouth, PO1 1EJ",Bay Media Ltd,CA,01/06/2012,280
177511920810,"Advertising Banners, Lamppost Adj, 1-3, London Road, Portsmouth, PO2 0BQ",Bay Media Ltd,CA,26/06/2012,140
177511920910,"Advertising Banner, Lamppost Adj, 14, London Road, Portsmouth, PO2 0LH",Bay Media Ltd,CA,26/06/2012,140
177511921010,"Advertising Banner, Lamppost Adj, 88 -90, London Road, Portsmouth, PO2 0LZ",Bay Media Ltd,CA,26/06/2012,140
177511923010,"Advertising Banner Adj, Salvation Army Citadel, Lake Road, Portsmouth, PO1 4DY",Bay Media Ltd,CA,27/08/2012,140
177511934610,"Advertising Banner Adj, 6, Palmerston Road, Southsea, Hants, PO5 3QH",Bay Media Ltd,CA1,24/07/2012,280
177511934710,"Advertising Banner, Lamppost Adj 35, Guildhall Walk, Portsmouth, PO1 2RY",Bay Media Ltd,CA,12/06/2012,140
177511934810,"Advertising Banner, Lamppost Adj 37-39, Guildhall Walk, Portsmouth, PO1 2RY",Bay Media Ltd,CA,12/06/2012,140
177511934910,"Advertising Banner, Lamppost 13, Guildhall Walk, Portsmouth, PO1",Bay Media Ltd,CA,12/06/2012,140
177511935010,"Advertising Banner, Lamppost 12, Guildhall Walk, Portsmouth, PO1",Bay Media Ltd,CA,12/06/2012,140
177511935110,"Advertising Banner, Lamppost 9, Guildhall Walk, Portsmouth, PO1",Bay Media Ltd,CA,12/06/2012,140
177511935210,"Advertising Banner, Lamppost 8, Guildhall Walk, Portsmouth, PO1",Bay Media Ltd,CA,12/06/2012,140
177511935310,"Advertising Banner, Lamppost 7, Guildhall Walk, Portsmouth, PO1",Bay Media Ltd,CA,12/06/2012,140
177511935410,"Advertising Banner, Lamppost 9, Cambridge Road, Portsmouth, PO1 2ST",Bay Media Ltd,CA,01/11/2012,140
177511935510,"Advertising Banner, Lamppost 5, Cambridge Road, Portsmouth, PO1 2ST",Bay Media Ltd,CA,24/06/2012,140
177511935610,"Advertising Banner, Lamppost 4, Cambridge Road, Portsmouth, PO1 2ST",Bay Media Ltd,CA,01/09/2012,140
177511936010,"Advertising Banner, Lamppost 1, Edinburgh Road, Portsmouth, PO1 1DE",Bay Media Ltd,CA,29/10/2012,140
177511936110,"Advertising Banner, Lamppost 2, Edinburgh Road, Portsmouth, PO1 1DE",Bay Media Ltd,CA,29/10/2012,140
177511936210,"Advertising Banner, Lamppost 3, Edinburgh Road, Portsmouth, PO1 1DE",Bay Media Ltd,CA,24/07/2012,140
177511936310,"Advertising Banner, Lamppost 4, Edinburgh Road, Portsmouth, PO1 1DE",Bay Media Ltd,CA,24/07/2012,140
177511938110,"Advertising Banner, Lamppost 12, Alfred Road, Portsmouth, PO1",Bay Media Ltd,CA,20/11/2012,140
177511938210,"Advertising Banner, Lamppost 14, Alfred Road, Portsmouth, PO1",Bay Media Ltd,CA,20/11/2012,140
177511938310,"Advertising Banner, Lamppost 3, Lake Road, Portsmouth, PO1",Bay Media Ltd,CA,19/11/2012,140
177511938410,"Advertising Banner, Lamppost 5, Lake Road, Portsmouth, PO1",Bay Media Ltd,CA,19/11/2012,140
177511938510,"Advertising Banner, Lamppost 7, Lake Road, Portsmouth, PO1",Bay Media Ltd,CA,19/11/2012,140
177511939310,"Advertising Banner, Lamppost 10 Adj Sainsbury Car Park, Commercial Road, Portsmouth, PO1 4BS",Bay Media Ltd,CA,03/12/2012,140
177511939410,"Advertising Banner, Lamppost 2 (North), Commercial Road, Portsmouth, PO1 1EQ",Bay Media Ltd,CA,03/12/2012,140
177511939510,"Advertising Banner, Lamppost 14 (Northside), Hope Street, Portsmouth, PO1 4AN",Bay Media Ltd,CA,03/12/2012,140
177511939710,"Advertising Banner, Lamppost 4, Lake Road, Portsmouth, PO1",Bay Media Ltd,CA,01/11/2012,140
177511939810,"Advertsing Banner, Lamppost 8, Lake Road, Portsmouth, PO1",Bay Media Ltd,CA,01/11/2012,140
177511940710,"Advertising Banner, Lamppost 4 Adj , 137-143, Commercial Road, Portsmouth, PO1 1DD",Bay Media Ltd,CA,01/11/2012,280
177511940810,"Advertising Banner, Lamppost 8 Adj, 232-238, Commercial Road, Portsmouth, PO1 1HG",Bay Media Ltd,CA,01/11/2012,280
177511942910,"Advertising Banner, Lamppost 7 Adj, 183-189, Commercial Road, Portsmouth, PO1 1EA",Bay Media Ltd,CA,01/11/2012,280
177511943110,"Advertising Banner, Lamppost 11 Adj Catisfield House, Lake Road, Portsmouth, PO1 4HB",Bay Media Ltd,CA,01/11/2012,140
177511944210,"Advertising Banner, Lamppost Adj, 93-95, Commercial Road, Portsmouth, PO1 1BQ",Bay Media Ltd,CA,01/12/2012,140
177511944310,"Advertising Banner, Lamppost Adj, 122, Commercial Road, Portsmouth, PO1 1ET",Bay Media Ltd,CA,01/12/2012,140
177511946610,"Advertising Banner, Adj 19-21, Palmerston Road, Southsea, PO5 3QQ",Bay Media Ltd,CA1,21/01/2013,280
177511946710,"Advertising Banner, Adj 25-27, Palmerston Road, Southsea, PO5 3QQ",Bay Media Ltd,CA1,21/01/2013,280
177511946810,"Advertising Banner, Adj 35-37, Palmerston Road, Southsea, PO5 3QQ",Bay Media Ltd,CA1,21/01/2013,280
177511946910,"Advertising Banner, Adj 36-38, Palmerston Road, Southsea, PO5 3QQ",Bay Media Ltd,CA1,21/01/2013,280
177511964410,"Advertising Banner Adj, 44-46, Palmerston Road, Southsea, Hants, PO5 3QG",Bay Media Ltd,CA1,15/04/2013,280
177511964510,"Advertising Rights Adj, 53-57, Palmerston Road, Southsea, Hants, PO5 3QE",Bay Media Ltd,CA1,15/04/2013,280
177511973310,"Advertising Banner, Lamppost 5, Lord Montgomery Way, Portsmouth, PO1 2SL",Bay Media Ltd,CA,12/07/2013,140
177511973410,"Advertising Banner, Lamppost 8, Lord Montgomery Way, Portsmouth, PO1 2SB",Bay Media Ltd,CA,12/07/2013,140
177511973510,"Advertising Banner, Lamppost 1 Adj Wiltshire Bldg, Hampshire Terrace, Portsmouth, PO1 2BU",Bay Media Ltd,CA,12/07/2013,140
177511980410,"Advertising Banner Lamppost 6, Adj Lsi International, Lord Montgomery Way, Portsmouth, PO1 2BP",Bay Media Ltd,CA,16/09/2013,140
177512063910,"Advertsing Banner, Lamppost 19, Alec Rose Lane, Portsmouth, PO1 2SA",Bay Media Ltd,CA,04/08/2014,140
177512112710,"Advertising Banner Lamppost 16, Adj City Buildings, Lake Road, Portsmouth, PO1 4BD",Bay Media Ltd,CA,01/04/2015,140
177502479110,"163, Elm Grove, Southsea, Hants, PO5 1LU",Bc&A Legal Services Ltd,CS,25/01/2019,9000
177504156610,"1, Oyster Industrial Estate, Jackson Close, Portsmouth, PO6 1QN",Bd Nuclear Limited,IF3,25/01/2013,10500
177506321710,"76, Palmerston Road, Southsea, Hants, PO5 3PT",Be My Guest Ltd,CS3,03/12/2014,16500
177590123510,"G/Flr Unit 2, Exchange House, 122-124, London Road, Portsmouth, PO2 9DD",Beach Leisure Ltd,CS,29/08/2007,13250
177501434910,"13, Clarendon Road, Southsea, Hants, PO5 2EH",Beals Independent Estate Agents & Surveyors Llp,CS,22/02/2008,15500
177504944410,"125, London Road, Portsmouth, PO2 9AA",Beals Independent Estate Agents & Surveyors Llp,CS,17/07/2004,10000
177508956410,"Unit 46, Cascades, Portsmouth, PO1 4RR",Beauty Bet Ltd,CS,13/11/2019,12250
177505378010,"106, Marmion Road, Southsea, Hants, PO5 2BB",Beauty Clinic Aesthetics Ltd,CS,09/05/2019,8800
177500543410,"10-11, Bellevue Terrace, Southsea, Hants, PO5 3AT",Becketts Southsea Ltd,CL1,11/01/2016,45250
177510176610,"Unit 102, The Canalside, Gunwharf Quays, Portsmouth, PO1 3FA",Bedeck Ltd,CS,15/03/2010,38500
177510191710,"1, Hampshire Court, St Pauls Road, Southsea, PO5 4QA",Bell Integration Ltd,CO,01/04/2015,56500
177511799510,"8-12 Discovery, Voyager Park, Portfield Road, Portsmouth, PO3 5FN",Bell Integration Ltd,CW,19/01/2009,92000
177509723910,"First Floor, Bay House, Compass Road, Portsmouth, PO6 4PR",Bell Microsystems Ltd,CO,10/04/2021,74500
177512253710,"45-47, London Road, Portsmouth, PO2 0BH",Bella Calabria Ltd,CS,24/10/2016,27000
177504767310,"Unit 30, Limberline Industrial Estate, Limberline Spur, Portsmouth, PO3 5DX",Bella Mia Gelato Limited,IF3,27/09/2019,6000
177512073910,"55, Tangier Road, Portsmouth, PO3 6JQ",Belle Beauty Uk Ltd,CS3,07/01/2015,5000
177502372310,"171, Eastney Road, Southsea, Hants, PO4 8EA",Bells Boutique Ltd,CS,04/03/2019,4550
177509759210,"B1, Mountbatten Business Park, Jackson Close, Portsmouth, PO6 1US",Belron Uk Ltd,CW,10/09/2018,23750
177511932910,"Unit 2-3, Cumberland Gate, Cumberland Road, Southsea, Hants, PO5 1AG",Beneficial Foundation,CO,21/03/2017,26500
177502471110,"115, Elm Grove, Southsea, Hants, PO5 1LH",Bengal Pizza Limited,CS,16/11/2016,5900
177590000710,"Unit 2, The Pompey Centre, Fratton Way, Southsea, Hants, PO4 8SL",Bensons For Beds Retail Ltd,CS10,30/06/2020,63000
177511873110,"Car Park, Fitzherbert Street, Portsmouth, PO1 1EQ",Berinsfield Limited,CP1,30/11/2013,18250
177500079110,"Little Johnny Russell, 12-14, Albert Road, Southsea, Hants, PO5 2SH",Bermondsey Pub Company Limited,CL,30/11/2017,33000
177503835910,"The Dolphin, 41, High Street, Portsmouth, PO1 2LU",Bermondsey Pub Company Limited,CL,05/04/2016,35500
177511204710,"119, Queen Street, Portsea, Portsmouth, PO1 3HY",Bernards City Ltd,CS,19/02/2020,7800
177504944810,"129, London Road, Portsmouth, PO2 9AA",Bernards Estate Agents (North End) Ltd,CS,31/10/2013,12000
177501433610,"8, Clarendon Road, Southsea, Hants, PO5 2EA",Bernards Estate Agents (Southsea) Ltd,CS,01/04/2016,11000
177590003410,"6, Spur Road, Portsmouth, PO6 3EB",Bespoke Telecoms Ltd,CO,11/09/2012,3300
177501623410,"2, Sovereign Gate, 308, Commercial Road, Portsmouth, PO1 4BT",Best Connections Limited,COO,09/07/2002,11500
177504956810,"224, London Road, Portsmouth, PO2 9JQ",Best Kebab London Road Ltd,CS,16/11/2016,6000
177507397320,"Unit 407, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Bestland Solutions Ltd T/A Training Associates Surrey,IF3,01/02/2016,2325
177510577010,"108 - 110, Fratton Road, Portsmouth, PO1 5BZ",Betfred Ltd,CS2,02/02/2017,14500
177512291010,"54, London Road, Portsmouth, PO2 0LN",Betfred Ltd,CS-,03/02/2017,13500
177511698610,"Building 1, Robinson Way, Portsmouth, PO3 5SA",Bfl Fitness Ltd,IF3,30/06/2021,44000
