Property Reference Number,Full Property Address,Current Property Exemption Code,Current Prop Exemption Start Date,Analysis Code,Primary Liable party name,Current Rateable Value
177503229415,"Unit C12, Underground Storage Bay C, Grafton Street, Buckland, Portsmouth, PO2 7DA",RV below minimum for EPR,01-Apr-19,CW3,Portsmouth City Council,740
177503229429,"Unit C36, Underground Storage Bay C, Grafton Street, Buckland, Portsmouth, PO2 7DA",RV below minimum for EPR,01-Apr-19,CW3,Portsmouth City Council,740
177512214410,"Market Trader Store 1, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,2200
177512214510,"Market Trader Store 2, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1050
177512214610,"Market Trader Store 3, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1050
177512214710,"Market Trader Store 4, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1050
177512214810,"Market Trader Store 5, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1000
177512214910,"Market Trader Store 6, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1000
177512215010,"Market Trader Store 7, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1350
177512215110,"Market Trader Store 8, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,2400
177512215210,"Market Trader Store 9, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1750
177512215310,"Market Trader Store 10, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1100
177512215410,"Market Trader Store 11, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1975
177512215510,"Market Trader Store 12, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1225
177512215610,"Market Trader Store 13, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,1075
177512215710,"Market Trader Store 14, Greetham Street, Southsea, PO5 4FD",RV below minimum for EPR,06-Sep-16,CW3,Portsmouth City Council,2125
177511648010,"Mobile Catering Van Site, Guildhall Square, Portsmouth, Hants, PO1",RV below minimum for EPR,03-Jun-21,CX,Portsmouth City Council,2100
177503442510,"Ground Floor, Brewery House, 18-20, Hambrook Street, Southsea, Hants, PO5 3BE",Empty Property Rate Non-Industrial,28-Aug-16,LC3,Portsmouth City Council,7900
177503442610,"Atc(1189 Squadron) F, Brewery House, 18-20, Hambrook Street, Southsea, Hants, PO5 3BE",Empty Property Rate Non-Industrial,11-Mar-17,LC3,Portsmouth City Council,5100
177511735510,"Metal Shed, Old Pump House, 199, Henderson Road, Portsmouth, PO4 9JF",Empty Property Rate Industrial,02-May-20,IF3,Portsmouth City Council,4700
177512016710,"Day Centre For Dogs, Bldg South Of Engine House, 199, Henderson Road, Southsea, PO4 9JF",RV below minimum for EPR,17-Jul-18,CX,Portsmouth City Council,1025
177509964810,"53, Kingston Road, Portsmouth, PO2 7DP",Empty Property Rate Non-Industrial,14-Aug-19,CS,Portsmouth City Council,6800
177512248210,"Ground Floor, Building 4000, Lakeside Business Park, Western Road, Portsmouth, PO6 3FT",Vacant (1st 3 months),25-Nov-21,CO,Portsmouth City Council,149000
177504767910,"Unit 36, Limberline Industrial Estate, Limberline Spur, Portsmouth, PO3 5DX",Empty Property Rate Industrial,01-Dec-20,IF3,Portsmouth City Council,10750
177512169910,"Unit 18, Hilsea Industrial Estate, Limberline Spur, Portsmouth, PO3 5JW",Empty Property Rate Industrial,02-Dec-21,CW,Portsmouth City Council,10500
177504879410,"290, Locksway Road, Southsea, Hants, PO4 8LQ",Empty Property Rate Non-Industrial,07-Oct-18,CS,Portsmouth City Council,3850
177504307310,"Mckinlay'S Yard, Mile End Road, Portsmouth, PO2",Land,04-Feb-21,CW1,Portsmouth City Council,25500
177506014610,"184a, Northern Parade, Portsmouth, PO2 9LU",Empty Property Rate Non-Industrial,26-Apr-21,CS,Portsmouth City Council,7100
177506045310,"Citizens Advice Bureau, Northern Road, Portsmouth, PO6 3DN",Empty Property Rate Non-Industrial,01-Jul-17,CO,Portsmouth City Council,4600
177511196410,"Concession 49, King George Playing Fields, Northern Road, Cosham, Portsmouth, PO6",Land,12-Dec-18,CX,Portsmouth City Council,770
177506162420,"Rooms 11-12, Omega Centre, Omega Street, Southsea, Hants, PO5 4LP",Empty Property Rate Non-Industrial,15-Mar-21,IF4,Portsmouth City Council,7000
177506162492,"Rooms 39-41, Omega Centre, Omega Street, Southsea, Hants, PO5 4LP",Empty Property Rate Non-Industrial,15-Mar-21,IF4,Portsmouth City Council,7000
177506548410,"Unit 6, Port Royal Street, Southsea, Hants, PO5 4NP",Empty Property Rate Industrial,07-Mar-19,IF3,Portsmouth City Council,7300
177506548710,"Unit 9, Port Royal Street, Southsea, Hants, PO5 4NP",Empty Property Rate Industrial,27-Jul-19,IF3,Portsmouth City Council,5600
177506682210,"137, Queen Street, Portsmouth, PO1 3HY",Empty Property Rate Non-Industrial,23-Dec-19,CS,Portsmouth City Council,7200
177507152010,"Bastion 4, Casemate 1, Scott Road, Portsmouth, PO3",RV below minimum for EPR,19-May-94,CW3,Portsmouth City Council,840
177507152110,"Bastion 4, Casemate 3, Scott Road, Portsmouth, PO3",RV below minimum for EPR,01-Apr-15,CW3,Portsmouth City Council,530
177507152210,"Bastion 4, Casemate 4, Scott Road, Portsmouth, PO3",RV below minimum for EPR,01-Apr-15,CW3,Portsmouth City Council,560
177507152510,"Bastion 3, Casemate 3, Scott Road, Portsmouth, PO3",Listed Building,31-Aug-19,CW3,Portsmouth City Council,560
177507392610,"Unit 101, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",RV below minimum for EPR,01-Jul-19,IF3,Portsmouth City Council,1100
177507394330,"Unit 205, Victory Business Centre, Somers Road North, Portsmouth, Hants, PO1 1PJ",Vacant (1st 3 months),01-Jan-22,IF3,Portsmouth City Council,3350
177507398510,"Unit 420, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Empty Property Rate Industrial,01-Aug-21,IF3,Portsmouth City Council,3350
177512147840,"Unit 309/311, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Vacant (1st 3 months),01-Jan-22,IF3,Portsmouth City Council,5300
177512042510,"Concession 8, Lumps Fort Car Park, Southsea Esplanade, Southsea, Hants, PO4 9RF",Land,01-Oct-18,CX,Portsmouth City Council,8000
177502565912,"Sun Hut 2, Adj Lumps Fort, The Esplanade, Southsea, PO4 3NZ",RV below minimum for EPR,01-Jul-20,LH1,Portsmouth City Council,900
177511874910,"Suite 007 West Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Empty Property Rate Non-Industrial,01-Dec-21,CO,Portsmouth City Council,43250
177511934210,"Suite 215 Central, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Empty Property Rate Non-Industrial,16-Nov-21,CO,Portsmouth City Council,18750
177511948810,"Suite 003 West Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Empty Property Rate Non-Industrial,10-Sep-21,CO,Portsmouth City Council,18000
177511989210,"Suite 307 East Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Empty Property Rate Non-Industrial,30-Dec-20,CO,Portsmouth City Council,67500
177512139020,"Suite 303 West Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Empty Property Rate Non-Industrial,16-Nov-21,CO,Portsmouth City Council,109000
177512246410,"3rd Floor Building 2000, Lakeside Business Park, Western Road, Portsmouth, PO6 3AA",Empty Property Rate Non-Industrial,18-Jan-22,CO,Portsmouth City Council,120000
177512856110,"Suite 001 Central, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Empty Property Rate Non-Industrial,07-Sep-21,CO,Portsmouth City Council,67500
